Timestamp,Voltage,Percentage,Temperature,Elapsed Time,Low Point
2023-10-13 14:10:38.304880,4120,100,26.6,37.46088085228867,
2023-10-13 14:10:38.306255,4120,100,26.6,37.462255866267974,
2023-10-13 14:10:38.306943,4120,100,26.6,37.46294337325763,
2023-10-13 14:10:38.309005,4120,100,26.6,37.46500589422659,
2023-10-13 14:10:38.310380,4120,100,26.6,37.4663809082059,
2023-10-13 14:10:38.310380,4120,100,26.6,37.4663809082059,
2023-10-13 14:10:38.311068,4120,100,26.6,37.467068415195556,
2023-10-13 14:10:38.311068,4120,100,26.6,37.467068415195556,
2023-10-13 14:10:38.311755,4120,100,26.6,37.467755922185205,
2023-10-13 14:10:38.955949,4120,100,26.6,38.11194997149138,
2023-10-13 14:10:39.303828,4120,100,26.6,38.4598285082565,
2023-10-13 14:10:39.307953,4120,100,26.6,38.46395355019443,
2023-10-13 14:10:39.308641,4120,100,26.6,38.46464105718408,
2023-10-13 14:10:39.309328,4120,100,26.6,38.46532856417374,
2023-10-13 14:10:39.310016,4120,100,26.6,38.466016071163395,
2023-10-13 14:10:39.311391,4120,100,26.6,38.4673910851427,
2023-10-13 14:10:39.311391,4120,100,26.6,38.4673910851427,
2023-10-13 14:10:39.312078,4120,100,26.6,38.46807859213236,
2023-10-13 14:10:39.312078,4120,100,26.6,38.46807859213236,
2023-10-13 14:10:41.393849,4120,100,26.6,40.54984975680586,
2023-10-13 14:10:41.742415,4120,100,26.6,40.89841580056064,
2023-10-13 14:10:41.755478,4120,100,26.6,40.911478433364074,
2023-10-13 14:10:41.756165,4120,100,26.6,40.91216594035373,
2023-10-13 14:10:41.756853,4120,100,26.6,40.91285344734338,
2023-10-13 14:10:41.758228,4120,100,26.6,40.91422846132269,
2023-10-13 14:10:41.758915,4120,100,26.6,40.91491596831234,
2023-10-13 14:10:41.758915,4120,100,26.6,40.91491596831234,
2023-10-13 14:10:41.759603,4120,100,26.6,40.915603475302,
2023-10-13 14:10:41.760978,4120,100,26.6,40.916978489281306,
2023-10-13 14:10:42.045606,4120,100,26.6,41.20160638299823,
2023-10-13 14:10:42.394859,4120,100,26.6,41.55085993374266,
2023-10-13 14:10:42.396234,4120,100,26.6,41.55223494772197,
2023-10-13 14:10:42.396234,4120,100,26.6,41.55223494772197,
2023-10-13 14:10:42.396922,4120,100,26.6,41.55292245471162,
2023-10-13 14:10:42.397609,4120,100,26.6,41.55360996170128,
2023-10-13 14:10:42.398984,4120,100,26.6,41.55498497568058,
2023-10-13 14:10:42.399672,4120,100,26.6,41.555672482670246,
2023-10-13 14:10:42.399672,4120,100,26.6,41.555672482670246,
2023-10-13 14:10:42.400359,4120,100,26.6,41.556359989659896,
2023-10-13 14:10:53.046405,4120,100,26.6,52.2024057244582,
2023-10-13 14:10:53.396346,4120,100,26.6,52.55234678219228,
2023-10-13 14:10:53.397034,4120,100,26.6,52.55303428918194,
2023-10-13 14:10:53.397721,4120,100,26.6,52.553721796171594,
2023-10-13 14:10:53.397721,4120,100,26.6,52.553721796171594,
2023-10-13 14:10:53.399096,4120,100,26.6,52.5550968101509,
2023-10-13 14:10:53.399096,4120,100,26.6,52.5550968101509,
2023-10-13 14:10:53.399784,4120,100,26.6,52.555784317140564,
2023-10-13 14:10:53.399784,4120,100,26.6,52.555784317140564,
2023-10-13 14:10:53.400471,4120,100,26.6,52.556471824130206,
2023-10-13 14:10:55.133676,4120,100,26.6,54.28967694504894,
2023-10-13 14:10:55.480867,4120,100,26.6,54.63686797482441,
2023-10-13 14:10:55.481555,4120,100,26.6,54.63755548181406,
2023-10-13 14:10:55.482242,4120,100,26.6,54.63824298880372,
2023-10-13 14:10:55.493243,4120,100,26.6,54.649243100638195,
2023-10-13 14:10:55.496680,4120,100,26.6,54.652680635586464,
2023-10-13 14:10:55.498743,4120,100,26.6,54.654743156555426,
2023-10-13 14:10:55.499430,4120,100,26.6,54.65543066354508,
2023-10-13 14:10:55.500118,4120,100,26.6,54.65611817053473,
2023-10-13 14:10:55.500805,4120,100,26.6,54.65680567752439,
2023-10-13 14:10:58.880590,4120,100,26.6,58.036590038665395,
2023-10-13 14:10:59.228468,4120,100,26.6,58.38446857543052,
2023-10-13 14:10:59.233281,4120,100,26.6,58.3892811243581,
2023-10-13 14:10:59.233968,4120,100,26.6,58.389968631347756,
2023-10-13 14:10:59.234656,4120,100,26.6,58.390656138337405,
2023-10-13 14:10:59.235343,4120,100,26.6,58.39134364532706,
2023-10-13 14:10:59.236031,4120,100,26.6,58.39203115231672,
2023-10-13 14:10:59.236718,4120,100,26.6,58.39271865930637,
2023-10-13 14:10:59.237406,4120,100,26.6,58.393406166296025,
2023-10-13 14:10:59.238093,4120,100,26.6,58.39409367328568,
2023-10-13 14:11:03.572137,4120,100,26.6,62.728137736066984,
2023-10-13 14:11:03.602388,4036,99,27.1,62.75838804361178,
2023-10-13 14:11:03.946829,4036,99,27.1,63.10282904542863,
2023-10-13 14:11:03.948204,4036,99,27.1,63.10420405940794,
2023-10-13 14:11:03.948204,4036,99,27.1,63.10420405940794,
2023-10-13 14:11:03.948891,4036,99,27.1,63.10489156639759,
2023-10-13 14:11:03.949579,4036,99,27.1,63.10557907338725,
2023-10-13 14:11:03.950266,4036,99,27.1,63.106266580376904,
2023-10-13 14:11:03.950266,4036,99,27.1,63.106266580376904,
2023-10-13 14:11:03.950954,4036,99,27.1,63.10695408736655,
2023-10-13 14:11:03.950954,4036,99,27.1,63.10695408736655,
2023-10-13 14:11:06.110413,4036,99,27.1,65.26641354187102,
2023-10-13 14:11:06.459667,4036,99,27.1,65.61566709261544,
2023-10-13 14:11:06.460354,4036,99,27.1,65.6163545996051,
2023-10-13 14:11:06.460354,4036,99,27.1,65.6163545996051,
2023-10-13 14:11:06.469292,4036,99,27.1,65.6252921904706,
2023-10-13 14:11:06.470667,4036,99,27.1,65.62666720444992,
2023-10-13 14:11:06.471354,4036,99,27.1,65.62735471143957,
2023-10-13 14:11:06.472042,4036,99,27.1,65.62804221842921,
2023-10-13 14:11:06.472729,4036,99,27.1,65.62872972541888,
2023-10-13 14:11:06.472729,4036,99,27.1,65.62872972541888,
2023-10-13 14:11:07.814055,4036,99,27.1,66.9700558622346,
2023-10-13 14:11:08.162621,4036,99,27.1,67.31862190598937,
2023-10-13 14:11:08.163996,4036,99,27.1,67.31999691996869,
2023-10-13 14:11:08.163996,4036,99,27.1,67.31999691996869,
2023-10-13 14:11:08.164684,4036,99,27.1,67.32068442695834,
2023-10-13 14:11:08.165371,4036,99,27.1,67.321371933948,
2023-10-13 14:11:08.166059,4036,99,27.1,67.32205944093765,
2023-10-13 14:11:08.166059,4036,99,27.1,67.32205944093765,
2023-10-13 14:11:08.166746,4036,99,27.1,67.3227469479273,
2023-10-13 14:11:08.167434,4036,99,27.1,67.32343445491696,
2023-10-13 14:11:10.612896,4036,99,27.1,69.76889681711764,
2023-10-13 14:11:10.962837,4036,99,27.1,70.11883787485172,
2023-10-13 14:11:10.966275,4036,99,27.1,70.1222754098,
2023-10-13 14:11:10.966275,4036,99,27.1,70.1222754098,
2023-10-13 14:11:10.966962,4036,99,27.1,70.12296291678965,
2023-10-13 14:11:10.972462,4036,99,27.1,70.1284629727069,
2023-10-13 14:11:10.973150,4036,99,27.1,70.12915047969655,
2023-10-13 14:11:10.973150,4036,99,27.1,70.12915047969655,
2023-10-13 14:11:10.973837,4036,99,27.1,70.1298379866862,
2023-10-13 14:11:10.973837,4036,99,27.1,70.1298379866862,
