Bitrate_Mbps,CDF
2.651192,0.8841201716738197
2.665256,0.8862660944206009
2.697208,0.8884120171673819
2.708728,0.8905579399141631
2.718024,0.8927038626609443
2.72024,0.8948497854077253
2.720864,0.8969957081545065
2.727472,0.8991416309012875
2.738616,0.9012875536480687
2.749496,0.9034334763948498
2.76356,0.9055793991416309
2.78804,0.907725321888412
2.837448,0.9098712446351931
2.842856,0.9120171673819742
2.868432,0.9141630901287554
2.885376,0.9163090128755365
2.897744,0.9184549356223176
2.899096,0.9206008583690987
2.899288,0.9227467811158798
2.916376,0.924892703862661
2.929272,0.927038626609442
2.959872,0.9291845493562232
2.967544,0.9313304721030042
2.968752,0.9334763948497854
2.983872,0.9356223175965666
2.99872,0.9377682403433476
3.024144,0.9399141630901288
3.055672,0.9420600858369099
3.084736,0.944206008583691
3.106384,0.9463519313304721
3.122952,0.9484978540772532
3.153288,0.9506437768240343
3.222368,0.9527896995708155
3.23984,0.9549356223175965
3.271424,0.9570815450643777
3.27924,0.9592274678111588
3.479912,0.9613733905579399
3.484672,0.9635193133047211
3.638808,0.9656652360515021
3.660144,0.9678111587982833
3.836264,0.9699570815450643
3.970568,0.9721030042918455
4.005,0.9742489270386266
4.00784,0.9763948497854077
4.096176,0.9785407725321889
4.206184,0.98068669527897
4.3236,0.9828326180257511
4.47504,0.9849785407725322
4.58548,0.9871244635193133
4.63872,0.9892703862660944
5.32828,0.9914163090128756
5.467048,0.9935622317596566
5.543944,0.9957081545064378
6.03516,0.9978540772532188
6.406104,1.0
